name,cname,symbol
The Sherwin-Williams Co.,宣伟公司,SHW
"Synopsys, Inc.",新思科技,SNPS
"KKR & Co., Inc.","KKR & Co., Inc.",KKR
"HCA Healthcare, Inc.",HCA控股,HCA
"Arista Networks, Inc.","Arista Networks, Inc.",ANET
"Equinix, Inc.",易昆尼克斯公司,EQIX
"Waste Management, Inc.",美国废物管理公司,WM
"Zoetis, Inc.","Zoetis, Inc.",ZTS
Diageo Plc,帝亚吉欧公司,DEO
Canadian Pacific Kansas City Ltd.,加拿大太平洋铁路,CP
"Cadence Design Systems, Inc.",铿腾电子,CDNS
Canadian National Railway Co.,加拿大国家铁路公司,CNI
"Dell Technologies, Inc.",戴尔,DELL
RELX Plc,RELX Plc,RELX
Infosys Ltd.,印孚瑟斯技术公司,INFY
"Sumitomo Mitsui Financial Group, Inc.",三井住友金融集团,SMFG
"MercadoLibre, Inc.","MercadoLibre, Inc.",MELI
"Intercontinental Exchange, Inc.",洲际交易所,ICE
Illinois Tool Works Inc.,伊利诺工具集团,ITW
"CME Group, Inc.",美国芝加哥商品交易所集团,CME
Equinor ASA,Equinor ASA,EQNR
Target Corp.,塔吉特公司,TGT
Canadian Natural Resources Ltd.,加拿大自然资源公司,CNQ
"CrowdStrike Holdings, Inc.",CrowdStrike,CRWD
"Enbridge, Inc.",安桥公司,ENB
The Southern Co.,美国南方公司,SO
"Altria Group, Inc.",奥驰亚集团公司,MO
General Dynamics Corp.,通用动力,GD
CSX Corp.,CSX运输,CSX
Ferrari NV,法拉利汽车公司,RACE
United Technologies Corp.,联合技术公司,UTX
Duke Energy Corp.,杜克能源公司,DUK
Schlumberger NV,斯伦贝谢公司,SLB
"Chipotle Mexican Grill, Inc.",墨式烧烤公司,CMG
Colgate-Palmolive Co.,高露洁棕榄有限公司,CL
"Marriott International, Inc.",万豪国际,MAR
Thomson Reuters Corp.,汤森路透,TRI
"Fiserv, Inc.",费哲公司,FISV
"Workday, Inc.",工作日公司,WDAY
Moody's Corp.,穆迪公司,MCO
"EOG Resources, Inc.",依欧格资源公司,EOG
"NetEase, Inc.",网易,NTES
McKesson Corp.,麦克森公司,MCK
"Becton, Dickinson & Co.",碧迪公司,BDX
ABB Ltd.,阿西布朗勃法瑞公司,ABB
Brookfield Corp.,Brookfield Corp.,BN
Northrop Grumman Corp.,诺斯洛普&#8226;格鲁门公司,NOC
Parker-Hannifin Corp.,派克汉尼汾,PH
Bank of Montreal,蒙特利尔银行,BMO
Banco Santander SA,桑坦德银行,SAN
U.S. Bancorp,美国合众银行,USB
British American Tobacco plc,英美烟草公司,BTI
Ita煤 Unibanco Holding SA,艾涛巴西联合银行,ITUB
Southern Copper Corp.,美国南方铜业公司,SCCO
Amphenol Corp.,安费诺集团,APH
Marathon Petroleum Corp.,马拉松石油公司,MPC
NXP Semiconductors NV,恩智浦,NXPI
"PayPal Holdings, Inc.",PayPal,PYPL
Trane Technologies Plc,Trane Technologies Plc,TT
"O'Reilly Automotive, Inc.",奥莱利汽车公司,ORLY
"TransDigm Group, Inc.","TransDigm Group, Inc.",TDG
Phillips 66,菲利普66公司,PSX
"Ecolab, Inc.",艺康集团,ECL
Banco Bilbao Vizcaya Argentaria SA,Banco Bilbao Vizcaya Argentaria SA,BBVA
Cintas Corp.,信达思公司,CTAS
FedEx Corp.,联邦快递集团,FDX
Aon Plc,怡安保险,AON
Emerson Electric Co.,美国艾默生电气公司,EMR
"Marvell Technology, Inc.",迈威尔科技,MRVL
"Apollo Global Management, Inc.",阿波罗全球管理,APO
"Coinbase Global, Inc.","Coinbase Global, Inc.",COIN
Monster Beverage Corp.,怪物饮料,MNST
Enterprise Products Partners LP,Enterprise Products Partners LP,EPD
The Bank of Nova Scotia,加拿大丰业银行,BNS
"The PNC Financial Services Group, Inc.",PNC金融服务集团,PNC
"Super Micro Computer, Inc.",超微电脑,SMCI
"PACCAR, Inc.",帕卡公司,PCAR
"Roper Technologies, Inc.",儒博实业,ROP
America Movil SAB de CV,美洲移动公司,AMX
"Dell Technologies, Inc.","Dell Technologies, Inc.",DVMT
Norfolk Southern Corp.,诺福克南方公司,NSC
"Freeport-McMoRan, Inc.",弗里波特-麦克莫兰铜金公司,FCX
"Republic Services, Inc.",共和服务公司,RSG
"lululemon athletica, Inc.","lululemon athletica, Inc.",LULU
Pioneer Natural Resources Co.,先锋自然资源,PXD
CRH Plc,CRH水泥,CRH
"Motorola Solutions, Inc.",摩托罗拉系统公司,MSI
"Palantir Technologies, Inc.","Palantir Technologies, Inc.",PLTR
"Honda Motor Co., Ltd.",本田汽车公司,HMC
"Autodesk, Inc.",欧特克公司,ADSK
"The Est茅e Lauder Companies, Inc.",雅诗兰黛公司,EL
Vale SA,淡水河谷公司,VALE
"Air Products & Chemicals, Inc.",空气化工产品有限公司,APD
Nu Holdings Ltd.,Nu Holdings Ltd.,NU
Arthur J. Gallagher & Co.,亚瑟加拉格尔有限公司,AJG
Edwards Lifesciences Corp.,爱德华兹生命科学公司,EW
"Fortinet, Inc.",飞塔信息公司,FTNT
Occidental Petroleum Corp.,西方石油公司,OXY
"Snowflake, Inc.","Snowflake, Inc.",SNOW
Constellation Energy Corp.,Constellation Energy Corp.,CEG
"AutoZone, Inc.",汽车地带,AZO
"Welltower, Inc.","Welltower, Inc.",WELL
Capital One Financial Corp.,第一资本金融公司,COF
ING Groep NV,荷兰国际集团,ING
"Copart, Inc.",科帕特,CPRT
"DoorDash, Inc.",DoorDash,DASH
3M Co.,明尼苏达矿业制造公司,MMM
"MetLife, Inc.",大都会人寿公司,MET
"Mizuho Financial Group, Inc.",瑞穗金融集团,MFG
"Hilton Worldwide Holdings, Inc.",希尔顿酒店,HLT
Carrier Global Corp.,Carrier Global Corp.,CARR
Eni SpA,埃尼石油公司,E
"DexCom, Inc.",德康医疗,DXCM
Public Storage,公共存储公司,PSA
National Grid Plc,英国国家电网公司,NGG
"American International Group, Inc.",美国国际集团,AIG
"D.R. Horton, Inc.",霍顿房屋公司,DHI
Energy Transfer LP,Energy Transfer LP,ET
Spotify Technology SA,Spotify Technology SA,SPOT
"Block, Inc.","Block, Inc.",SQ
"The Travelers Cos., Inc.",旅行者财产险集团,TRV
Valero Energy Corp.,瓦莱罗能源,VLO
Truist Financial Corp.,Truist Financial Corp.,TFC
"Ross Stores, Inc.",罗斯百货有限公司,ROST
"Microchip Technology, Inc.",微芯科技公司,MCHP
"Simon Property Group, Inc.",西蒙地产集团,SPG
"Crown Castle, Inc.",冠城国际,CCI
Ford Motor Co.,福特汽车公司,F
"Aflac, Inc.",美国家庭人寿保险公司,AFL
"Constellation Brands, Inc.",星座品牌酒业,STZ
"W.W. Grainger, Inc.",美国固安捷,GWW
"Old Dominion Freight Line, Inc.","Old Dominion Freight Line, Inc.",ODFL
"IQVIA Holdings, Inc.","IQVIA Holdings, Inc.",IQV
Liberty Media Corp.,Liberty Media Corp.,FWONK
Canadian Imperial Bank of Commerce,加拿大帝国商业银行,CM
Sempra,桑普拉能源公司,SRE
Lennar Corp.,莱纳建筑公司,LEN
"Takeda Pharmaceutical Co., Ltd.","Takeda Pharmaceutical Co., Ltd.",TAK
Realty Income Corp.,Realty Income Corp.,O
General Motors Co.,通用汽车公司,GM
"IDEXX Laboratories, Inc.",IDEXX实验室,IDXX
"Digital Realty Trust, Inc.",数字房地产信托公司,DLR
"Interactive Brokers Group, Inc.",盈透证券,IBKR
Hess Corp.,赫斯公司,HES
"ONEOK, Inc.",万欧克,OKE
"Suncor Energy, Inc.",森科能源公司,SU
"United Rentals, Inc.",联合租赁,URI
"MSCI, Inc.","MSCI, Inc.",MSCI
"The Williams Cos., Inc.",威廉姆斯公司,WMB
Nucor Corp.,纽柯钢铁,NUE
"American Electric Power Co., Inc.",美国电力公司,AEP
"Paychex, Inc.",沛齐公司,PAYX
Fomento Economico Mexicano SAB de CV,Fomento Economico Mexicano SAB de CV,FMX
TE Connectivity Ltd.,泰科电子有限公司,TEL
Alcon AG,爱尔康,ALC
"Charter Communications, Inc.",特许通讯公司,CHTR
"Waste Connections, Inc.","Waste Connections, Inc.",WCN
"Agilent Technologies, Inc.",安捷伦科技公司,A
Manulife Financial Corp.,Manulife Financial Corp.,MFC
PG&E Corp.,太平洋瓦斯与电力公司,PCG
STMicroelectronics NV,意法半导体,STM
"Moderna, Inc.","Moderna, Inc.",MRNA
Kimberly-Clark Corp.,金伯利克拉克公司,KMB
Banco Santander (Brasil) SA,桑坦德巴西分行,BSBR
Fastenal Co.,快扣,FAST
The Kraft Heinz Co.,卡夫亨氏,KHC
"GE Healthcare Technologies, Inc.","GE Healthcare Technologies, Inc.",GEHC
TC Energy Corp.,TC Energy Corp.,TRP
The Allstate Corp.,美国好事达保险公司,ALL
Barclays Bank PLC iPath Series B S&#38;P 500 VIX Mid-Term Future,Barclays Bank PLC iPath Series B S&#38;P 500 VIX Mid-Term Future,VXZB
The Bank of New York Mellon Corp.,纽约梅隆银行公司,BK
"Humana, Inc.",休曼纳公司,HUM
Liberty Media Corp.,Liberty Media Corp.,FWONA
"AMETEK, Inc.",阿美特克公司,AME
Centene Corp.,Centene Corp.,CNC
Johnson Controls International Plc,江森自控公司,JCI
BB&T Corp.,BB&T银行,BBT
Lennar Corp.,莲娜,LEN.B
"Ameriprise Financial, Inc.",美价金融,AMP
MPLX LP,MPLX LP,MPLX
"JD.com, Inc.",京东,JD
"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",LHX
"Keurig Dr Pepper, Inc.","Keurig Dr Pepper, Inc.",KDP
Newmont Corp.,纽曼矿业,NEM
The Hershey Co.,好时食品集团,HSY
"Dow, Inc.",陶氏公司,DOW
Ferguson Plc,Ferguson Plc,FERG
"Fidelity National Information Services, Inc.",繁德信息技术,FIS
Ambev SA,安贝夫集团,ABEV
Petr贸leo Brasileiro SA,巴西石油公司,PBR.A
"Prudential Financial, Inc.",保德信金融集团,PRU
Lloyds Banking Group Plc,劳埃德银行,LYG
"Dominion Energy, Inc.",道明尼资源公司,D
"Kinder Morgan, Inc.",金德尔摩根公司,KMI
Sysco Corp.,西思科公司,SYY
Las Vegas Sands Corp.,金沙集团,LVS
The Kroger Co.,克罗格公司,KR
Haleon Plc,Haleon Plc,HLN
"Yum! Brands, Inc.",百胜餐饮集团,YUM
Otis Worldwide Corp.,Otis Worldwide Corp.,OTIS
"Li Auto, Inc.",理想汽车公司,LI
Flutter Entertainment Plc,Flutter Entertainment Plc,FLUT
"Corteva, Inc.",科迪华农业科技公司,CTVA
"Kenvue, Inc.","Kenvue, Inc.",KVUE
"Cummins, Inc.",康明斯,CMI
Cognizant Technology Solutions Corp.,高知特信息技术有限公司,CTSH
"General Mills, Inc.",通用磨坊有限公司,GIS
Exelon Corp.,艾斯能公司,EXC
"Martin Marietta Materials, Inc.",马丁-玛丽埃塔材料,MLM
"Cheniere Energy, Inc.","Cheniere Energy, Inc.",LNG
"Veeva Systems, Inc.","Veeva Systems, Inc.",VEEV
"Electronic Arts, Inc.",电子艺界公司,EA
"Gartner, Inc.",加特纳,IT
AmerisourceBergen Corp.,美源伯根集团,ABC
"Ingersoll Rand, Inc.",英格索兰,IR
"CoStar Group, Inc.",科斯塔,CSGP
"Baidu, Inc.",百度,BIDU
Imperial Oil Ltd.,帝国石油公司,IMO
Vulcan Materials Co.,火神材料公司,VMC
"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",MPWR
Dollar General Corp.,美国达乐公司,DG
ON Semiconductor Corp.,ON Semiconductor Corp.,ON
"Quanta Services, Inc.",广达公司,PWR
Barclays PLC,巴克莱银行,BCS
"Nasdaq, Inc.",纳斯达克OMX集团,NDAQ
"Fiserv, Inc.","Fiserv, Inc.",FI
"Verisk Analytics, Inc.","Verisk Analytics, Inc.",VRSK
Arch Capital Group Ltd.,拱首都创业集团有限公司,ACGL
Wipro Ltd.,Wipro Ltd.,WIT
"PPG Industries, Inc.",PPG工业,PPG
"Biogen, Inc.",百健艾迪股份有限公司,BIIB
"Global Payments, Inc.",环汇有限公司,GPN
"Cenovus Energy, Inc.",Cenovus能源,CVE
CDW Corp.,CDW Corp.,CDW
"BCE, Inc.",加拿大贝尔,BCE
"Coupang, Inc.","Coupang, Inc.",CPNG
Sea Ltd. (Singapore),Sea Ltd.,SE
"Diamondback Energy, Inc.","Diamondback Energy, Inc.",FANG
Coca-Cola Europacific Partners plc,Coca-Cola Europacific Partners plc,CCEP
Royal Caribbean Group,皇家加勒比邮轮,RCL
"Cloudflare, Inc.","Cloudflare, Inc.",NET
LyondellBasell Industries NV,利安德巴塞尔公司,LYB
"Rockwell Automation, Inc.",罗克韦尔公司,ROK
Halliburton Co.,哈里伯顿公司,HAL
"Equifax, Inc.",艾可菲公司,EFX
"Dollar Tree, Inc.",美元树公司,DLTR
"Public Service Enterprise Group, Inc.",美国公共服务企业集团,PEG
Ryanair Holdings Plc,Ryanair Holdings Plc,RYAAY
"Sun Life Financial, Inc.",永明金融,SLF
Fair Isaac Corp.,Fair Isaac Corp.,FICO
"Extra Space Storage, Inc.","Extra Space Storage, Inc.",EXR
"Consolidated Edison, Inc.",爱迪生联合电气公司,ED
Baker Hughes Co.,Baker Hughes Co.,BKR
"HubSpot, Inc.","HubSpot, Inc.",HUBS
"VICI Properties, Inc.","VICI Properties, Inc.",VICI
Orange SA,法国电信公司,ORAN
Discover Financial Services,发现金融服务,DFS
"Xylem, Inc.",赛莱默公司,XYL
"HP, Inc.",惠普,HPQ
"DuPont de Nemours, Inc.",杜邦公司,DD
"Zscaler, Inc.","Zscaler, Inc.",ZS
Banco Bradesco SA,巴西布拉德斯科银行,BBD
"Chunghwa Telecom Co., Ltd.",中华电信,CHT
Fortive Corp.,Fortive Corp.,FTV
Devon Energy Corp.,德文能源,DVN
"GLOBALFOUNDRIES, Inc.","GLOBALFOUNDRIES, Inc.",GFS
"Xcel Energy, Inc.",卓越能源,XEL
Archer-Daniels-Midland Co.,阿彻丹尼尔斯米德兰公司,ADM
"The Hartford Financial Services Group, Inc.",美国哈特福德金融服务公司,HIG
"ANSYS, Inc.",安西斯公司,ANSS
Willis Towers Watson Plc,Willis Towers Watson Plc,WLTW
NatWest Group Plc,NatWest Group Plc,NWG
Deutsche Bank AG,德意志银行,DB
"CBRE Group, Inc.","CBRE Group, Inc.",CBRE
Prudential Plc,英国保诚集团,PUK
"Cardinal Health, Inc.",卡地纳健康,CAH
"Corning, Inc.",康宁公司,GLW
Garmin Ltd.,佳明公司,GRMN
Trip.com Group Ltd.,携程旅行网,TCOM
"ResMed, Inc.",瑞思迈公司,RMD
"Mettler-Toledo International, Inc.",梅特勒-托利多,MTD
Willis Towers Watson Plc,慧俪轻体,WTW
Barrick Gold Corp.,巴里克黄金,GOLD
Agnico Eagle Mines Ltd.,伊格尔矿业,AEM
"Delta Air Lines, Inc.",达美航空,DAL
ICON plc,ICON plc,ICLR
"CGI, Inc.","CGI, Inc.",GIB
Tractor Supply Co.,拖拉机供应公司,TSCO
Banco Bradesco SA,布拉德斯科银行,BBDO
"eBay, Inc.",eBay,EBAY
Edison International,爱迪生国际公司,EIX
"Howmet Aerospace, Inc.","Howmet Aerospace, Inc.",HWM
"Ulta Beauty, Inc.",Ulta美容产品公司,ULTA
"Keysight Technologies, Inc.","Keysight Technologies, Inc.",KEYS
Brown-Forman Corp.,Brown-Forman Corp.,BF.A
Roblox Corp.,Roblox,RBLX
"Splunk, Inc.","Splunk, Inc.",SPLK
Nutrien Ltd.,Nutrien Ltd.,NTR
"T. Rowe Price Group, Inc.",罗派斯集团有限公司,TROW
Liberty Media Corp. Liberty Live,Liberty Media Corp. Liberty Live,LLYVK
"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",ZBH
"AvalonBay Communities, Inc.",阿瓦隆湾社区物产公司,AVB
"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc.",WST
"Symbotic, Inc.","Symbotic, Inc.",SYM
Brown-Forman Corp.,布朗霍文集团,BF.B
"WEC Energy Group, Inc.",威斯康辛能源,WEC
Ares Management Corp.,Ares Management Corp.,ARES
Vertiv Holdings Co.,Vertiv Holdings Co.,VRT
Weyerhaeuser Co.,惠好公司,WY
TELUS Corp.,泰勒斯,TU
"GE Healthcare Technologies, Inc.","GE Healthcare Technologies, Inc.",GEHCV
HEICO Corp.,海科航空,HEI
"Church & Dwight Co., Inc.",丘奇＆德怀特,CHD
"MicroStrategy, Inc.","MicroStrategy, Inc.",MSTR
"Restaurant Brands International, Inc.","Restaurant Brands International, Inc.",QSR
POSCO Holdings Inc.,浦项钢铁,PKX
Fifth Third Bancorp,五三银行,FITB
Westinghouse Air Brake Technologies Corp.,美国西屋制动,WAB
"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc.",TTWO
"Blue Owl Capital, Inc.","Blue Owl Capital, Inc.",OWL
"Raymond James Financial, Inc.",瑞杰金融,RJF
PT Telkom Indonesia (Persero) Tbk,印尼电信,TLK
Vodafone Group Plc,沃达丰集团公司,VOD
"Rocket Cos., Inc.","Rocket Cos., Inc.",RKT
ORIX Corp.,欧力士,IX
Telef贸nica SA,西班牙电信公司,TEF
"NVR, Inc.","NVR, Inc.",NVR
"Brown & Brown, Inc.",布朗保险经纪,BRO
SBA Communications Corp.,SBA通信公司,SBAC
"ASE Technology Holding Co., Ltd.",日月光半导体制造股份有限公司,ASX
Stellantis NV,菲亚特-克莱斯勒汽车公司,FCAU
Dover Corp.,美国都福集团,DOV
Equity Residential,资产住宅公司,EQR
"Broadridge Financial Solutions, Inc.",布罗德里奇,BR
M&T Bank Corp.,美国制商银行,MTB
Cheniere Energy Partners LP,Cheniere Energy Partners LP,CQP
"Iron Mountain, Inc.",铁山公司,IRM
"Rogers Communications, Inc.",罗杰斯通信,RCI
"PulteGroup, Inc.",普得集团,PHM
"Builders FirstSource, Inc.","Builders FirstSource, Inc.",BLDR
"Molina Healthcare, Inc.","Molina Healthcare, Inc.",MOH
Hewlett Packard Enterprise Co.,Hewlett Packard Enterprise Co.,HPE
"American Water Works Co., Inc.",美国水务工程公司,AWK
"Axon Enterprise, Inc.","Axon Enterprise, Inc.",AXON
DTE Energy Co.,DTE能源公司,DTE
Targa Resources Corp.,Targa Resources Corp.,TRGP
"Pinterest, Inc.",Pinterest,PINS
Deckers Outdoor Corp.,Deckers Outdoor Corp.,DECK
"Align Technology, Inc.",阿莱技术公司,ALGN
STERIS Plc (Ireland),思泰瑞医疗,STE
"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",LYV
"CCUR Holdings, Inc.","CCUR Holdings, Inc.",CCUR
"Baker Hughes, a GE Co.","Baker Hughes, a GE Co.",BHGE
Coca-Cola European Partners Plc,可口可乐企业,CCE
"Mobileye Global, Inc.","Mobileye Global, Inc.",MBLY
Harris Corp.,哈里斯公司,HRS
"Dr Pepper Snapple Group, Inc.",澎泉思蓝宝,DPS
"PTC, Inc.","PTC, Inc.",PTC
Ball Corp.,波尔公司,BLL
Tenaris SA,泰纳瑞斯钢铁,TS
"Alexandria Real Estate Equities, Inc.",亚历山大房地产股票有限公司,ARE
State Street Corp.,道富集团,STT
FirstEnergy Corp.,第一能源公司,FE
"Rollins, Inc.","Rollins, Inc.",ROL
"Illumina, Inc.","Illumina, Inc.",ILMN
"Baxter International, Inc.",百特国际有限公司,BAX
Entergy Corp.,安特吉公司,ETR
"Tradeweb Markets, Inc.",Tradeweb Markets,TW
Aptiv Plc,Aptiv Plc,APTV
Veralto Corp.,Veralto Corp.,VLTO
"First Citizens BancShares, Inc. (North Carolina)",第一公民银行股份,FCNCA
Franco-Nevada Corp.,Franco-Nevada Corp.,FNV
W.R. Berkley Corp.,W.R. Berkley Corp.,WRB
Centrais El茅tricas Brasileiras SA,巴西电力,EBR.B
Quintiles Transnational Holdings Inc,昆泰医药,Q
Ecopetrol SA,哥伦比亚国家石油,EC
Teck Resources Limited,Teck Resources Limited,TECK
"Invitation Homes, Inc.","Invitation Homes, Inc.",INVH
"Zoom Video Communications, Inc.",Zoom视频通讯公司,ZM
ArcelorMittal SA,安赛乐米塔尔,MT
Genuine Parts Co.,纯正部件公司,GPC
"NetApp, Inc.",美国网存公司,NTAP
Eversource Energy,能源方案,ES
"L Brands, Inc.","L Brands, Inc.",LB
"FLEETCOR Technologies, Inc.",FleetCor科技,FLT
Erie Indemnity Co.,伊瑞保险,ERIE
"Entegris, Inc.",英特格,ENTG
Waters Corp.,沃特世,WAT
Genmab A/S,Genmab A/S,GMAB
Ball Corp.,Ball Corp.,BALL
"Hubbell, Inc.","Hubbell, Inc.",HUBB
BT Group Plc,英国电信公司,BT
"J.B. Hunt Transport Services, Inc.",JB Hunt运输服务,JBHT
"Samsara, Inc.","Samsara, Inc.",IOT
"International Flavors & Fragrances, Inc.",国际香料香精公司,IFF
"Steel Dynamics, Inc.","Steel Dynamics, Inc.",STLD
AppLovin Corp.,AppLovin Corp.,APP
"Darden Restaurants, Inc.",达登饭店,DRI
United Microelectronics Corp.,联华电子公司,UMC
HEICO Corp.,海科航空,HEI.A
Carnival Corp.,嘉年华公司,CCL
Wheaton Precious Metals Corp.,Wheaton Precious Metals Corp.,WPM
Kyocera Corp.,日本京瓷,KYO
Western Digital Corp.,西部数据公司,WDC
Vistra Corp.,Vistra Corp.,VST
"The Cooper Cos., Inc.",库珀医疗,COO
Southwest Airlines Co.,西南航空,LUV
"Teledyne Technologies, Inc.","Teledyne Technologies, Inc.",TDY
PPL Corp.,PPL宾州电力公司,PPL
Nokia Oyj,诺基亚公司,NOK
Kaspi.kz JSC,Kaspi.kz JSC,KSPI
"Coterra Energy, Inc.","Coterra Energy, Inc.",CTRA
"KB Financial Group, Inc.",韩国国民银行,KB
"Celsius Holdings, Inc.","Celsius Holdings, Inc.",CELH
"Tyson Foods, Inc.",泰森食品,TSN
Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMA
"DraftKings, Inc.","DraftKings, Inc.",DKNG
"Markel Group, Inc.","Markel Group, Inc.",MKL
Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMK
"LPL Financial Holdings, Inc.","LPL Financial Holdings, Inc.",LPLA
Liberty Media Corp. Liberty SiriusXM,Liberty Media Corp. Liberty SiriusXM,LSXMB
"Fortis, Inc.","Fortis, Inc.",FTS
Pembina Pipeline Corp.,Pembina Pipeline Corp.,PBA
Ameren Corp.,阿美能公司,AEE
"Huntington Bancshares, Inc.",亨廷顿银行,HBAN
"Snap, Inc.",Snap,SNAP
"VeriSign, Inc.",威瑞信公司,VRSN
Centrais El茅tricas Brasileiras SA,巴西电力,EBR
"Cboe Global Markets, Inc.",芝加哥期权交易所,CBOE
Koninklijke Philips NV,飞利浦电子公司,PHG
The Clorox Co.,高乐氏公司,CLX
Seagate Technology Holdings Plc,希捷科技公司,STX
Check Point Software Technologies Ltd.,Check Point软件科技,CHKP
"Welltower, Inc.",健保物产投资信托公司,HCN
"Principal Financial Group, Inc.",信安金融集团,PFG
"Jabil, Inc.",捷普集团,JBL
"Alnylam Pharmaceuticals, Inc.",阿尔尼拉姆制药公司,ALNY
Booz Allen Hamilton Holding Corp.,博思艾伦咨询公司,BAH
"McCormick & Co., Inc.",味好美,MKC.V
"McCormick & Co., Inc.",味好美公司,MKC
Hormel Foods Corp.,荷美尔食品,HRL
"Omnicom Group, Inc.",宏盟集团,OMC
Royal Bank of Scotland Group Plc,苏格兰皇家银行,RBS
"Expedia Group, Inc.","Expedia Group, Inc.",EXPE
Carnival Plc,嘉年华存托凭证,CUK
"Jacobs Solutions, Inc.","Jacobs Solutions, Inc.",J
"Walgreens Boots Alliance, Inc.",沃尔格林联合博姿集团,WBA
Telefonaktiebolaget LM Ericsson,爱立信电信公司,ERIC
Kellanova,家乐氏,K
Cincinnati Financial Corp.,辛辛那提金融公司,CINF
Laboratory Corp. of America Holdings,实验美控,LH
WPP plc,WPP plc,WPPGY
"Reliance, Inc.","Reliance, Inc.",RS
Westlake Corp.,Westlake Corp.,WLK
"FactSet Research Systems, Inc.",辉盛研究系统,FDS
"Tyler Technologies, Inc.",泰勒科技公司,TYL
"Nomura Holdings, Inc.",野村控股,NMR
IDEX Corp.,IDEX Corp.,IEX
Fifth Third Bancorp,Fifth Third Bancorp,FITBI
"CenterPoint Energy, Inc.",中点能源,CNP
Regions Financial Corp.,地区金融公司,RF
Royalty Pharma Plc,Royalty Pharma Plc,RPRX
"Shinhan Financial Group Co., Ltd.",新韩金融,SHG
"Ventas, Inc.",芬塔公司,VTR
"Hologic, Inc.",上巨实业医疗,HOLX
James Hardie Industries Plc,詹姆斯哈迪,JHX
CMS Energy Corp.,CMS能源,CMS
Tencent Music Entertainment Group,腾讯音乐娱乐集团,TME
Cameco Corp.,Cameco Corp.,CCJ
"Textron, Inc.",德事隆,TXT
Atmos Energy Corp.,ATMOS能源公司,ATO
"EPAM Systems, Inc.","EPAM Systems, Inc.",EPAM
Warner Music Group Corp.,华纳音乐,WMG
Clarivate Plc,卡尔冈炭素,CCC
"Enphase Energy, Inc.","Enphase Energy, Inc.",ENPH
InterContinental Hotels Group Plc,洲际酒店,IHG
Avery Dennison Corp.,艾利丹尼森,AVY
"Expeditors International of Washington, Inc.",康捷国际,EXPD
"First Solar, Inc.",第一太阳能公司,FSLR
Synchrony Financial,Synchrony Financial,SYF
"Leidos Holdings, Inc.","Leidos Holdings, Inc.",LDOS
"Endeavor Group Holdings, Inc.","Endeavor Group Holdings, Inc.",EDR
"Skyworks Solutions, Inc.",思佳讯,SWKS
Telefonica Brasil SA,Telefonica Brasil SA,VIV
BeiGene Ltd.,百济神州公司,BGNE
Celanese Corp.,塞拉尼斯,CE
"Avantor, Inc.","Avantor, Inc.",AVTR
"Pure Storage, Inc.","Pure Storage, Inc.",PSTG
"Carlisle Cos., Inc.",卡莱尔伙伴,CSL
"The Carlyle Group, Inc.",凯雷,CG
Loews Corp.,洛斯公司,L
Packaging Corporation of America,Packaging Corporation of America,PKG
Northern Trust Corp.,北方信托公司,NTRS
"Akamai Technologies, Inc.",阿克迈技术,AKAM
"PPD, Inc.",预付费法律服务,PPD
"Yum China Holdings, Inc.",百胜中国控股有限公司,YUMC
"Sun Communities, Inc.","Sun Communities, Inc.",SUI
Masco Corp.,马斯科,MAS
AerCap Holdings NV,AerCap Holdings NV,AER
Everest Group Ltd.,Everest Group Ltd.,EG
"Lennox International, Inc.",雷诺士,LII
"Best Buy Co., Inc.",百思买,BBY
Brookfield Asset Management Ltd.,布鲁克菲尔德资产管理,BAM
"KE Holdings, Inc.",贝壳找房,BEKE
"ZTO Express (Cayman), Inc.",中通快递,ZTO
"GoDaddy, Inc.","GoDaddy, Inc.",GDDY
"Teradyne, Inc.",泰瑞达公司,TER
Constellation Energy Corp.,Constellation Energy Corp.,CEGVV
"BioMarin Pharmaceutical, Inc.",拜玛林制药,BMRN
Rentokil Initial Plc,Rentokil Initial Plc,RTO
"Sirius XM Holdings, Inc.","Sirius XM Holdings, Inc.",SIRI
"CF Industries Holdings, Inc.",CF实业,CF
Hyatt Hotels Corp.,凯悦酒店,H
Barrick Gold Corp.,巴里克黄金,ABX
Carvana Co.,Carvana Co.,CVNA
"Mid-America Apartment Communities, Inc.",MAA房产信托,MAA
"Manhattan Associates, Inc.",曼哈顿联合软件,MANH
"Citizens Financial Group, Inc. (Rhode Island)","Citizens Financial Group, Inc. (Rhode Island)",CFG
News Corp.,新闻集团,NWS
CNH Industrial NV,CNH Industrial NV,CNHI
"Essex Property Trust, Inc.",埃塞克斯信托,ESS
"Watsco, Inc.","Watsco, Inc.",WSO
Suzano SA,Suzano SA,SUZ
"Graco, Inc.",固瑞克,GGG
"Magna International, Inc.",曼格纳国际,MGA
